Spell,Publisher,Source,Concentration,Ritual,Rare Spell Count,Spell Level,Artificer,Bard,Cleric,Druid,Elementalist,Herald,Sorcerer,Warlock,Wielder,Witch,Wizard,Classical School,acid,affliction,air,arcane,architecture,attack,beasts,chaos,cold,communication,compulsion,control,displacement,divine,earth,enhancement,evil,fear,fire,force,good,healing,knowledge,law,lightning,movement,nature,necrotic,negation,object,obscurement,planar,plants,poison,prismatic,protection,psionic,psychic,radiant,scrying,senses,shadow,shapechanging,sound,storm,summoning,technological,telepathy,teleportation,terrain,thunder,time,transformation,travel,unarmed,undead,utility,water,weaponry,weather,Multiclass
Guiding Star,Ravine,The Errant Seer,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gust of Wind,EN Publishing,Adventurer's Guide,1,0,1,2,1,0,0,1,0,0,1,0,0,0,1,Evocation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hallow,EN Publishing,Adventurer's Guide,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hallucinatory Terrain,EN Publishing,Adventurer's Guide,0,0,1,4,0,1,0,1,0,0,0,1,0,1,1,Illusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hammerfall,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harm,EN Publishing,Adventurer's Guide,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,Necromancy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmonic Resonance,EN Publishing,Adventurer's Guide,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haste,EN Publishing,Adventurer's Guide,1,0,0,3,1,0,0,0,0,0,1,0,0,1,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Heal,EN Publishing,Adventurer's Guide,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healing Stone,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healing Word,EN Publishing,Adventurer's Guide,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart of Dis,EN Publishing,Adventurer's Guide,0,0,1,8,0,0,0,0,0,0,0,1,0,0,1,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heartstrike,Ravine,The Errant Seer,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Divination,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heat Metal,EN Publishing,Adventurer's Guide,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,Transmutation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herculean Force,Purple Martin Games,"Manual of Adventurous Resources, Vol.1: Wilderness",1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heroes’ Feast,EN Publishing,Adventurer's Guide,0,0,2,6,0,0,1,1,0,0,0,0,0,1,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heroism,EN Publishing,Adventurer's Guide,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,Enchantment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hex,Other,Other,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Enchantment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hideous Laughter,EN Publishing,Adventurer's Guide,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,Enchantment,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hold Monster,EN Publishing,Adventurer's Guide,1,0,0,5,0,1,0,0,0,0,1,1,0,1,1,Enchantment,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hold Person,EN Publishing,Adventurer's Guide,1,0,0,2,1,1,1,1,0,0,1,1,0,1,1,Enchantment,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy Aura,EN Publishing,Adventurer's Guide,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housekeeping,EN Publishing,Gate Pass Gazette #10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hungry Earth,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Transmutation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hustle Up,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Transmutation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshal
Hypnotic Pattern,EN Publishing,Adventurer's Guide,1,0,0,3,0,1,0,0,0,0,1,1,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Ammunition,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Transmutation,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ice Armor,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,2,0,0,0,1,1,0,1,0,1,0,1,Conjuration,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Storm,EN Publishing,Adventurer's Guide,0,0,1,4,0,0,0,1,0,0,1,0,0,1,1,Evocation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identify,EN Publishing,Adventurer's Guide,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identify Weapon,EN Publishing,Gate Pass Gazette #6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Igniting Strike,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rogue
Illusory Script,EN Publishing,Adventurer's Guide,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immovable Object,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adept
Imprecating Strike,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rogue
Imprisonment,EN Publishing,Adventurer's Guide,0,0,1,9,0,0,0,0,0,0,0,1,0,1,1,Abjuration,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incendiary Cloud,EN Publishing,Adventurer's Guide,1,0,1,8,0,0,0,0,0,0,1,0,0,0,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incinerating Roundhouse,Purple Martin Games,"Manual of Adventurous Resources, Vol.5: Elements",0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inescapable Malady,EN Publishing,Adventurer's Guide,0,0,0,7,0,0,0,0,0,0,1,0,0,1,1,Necromancy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inevitable Strike,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rogue
Infectious Fury,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,Enchantment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berserker
Infernal Weapon,EN Publishing,Adventurer's Guide,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,Conjuration,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inflict Wounds,EN Publishing,Adventurer's Guide,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Necromancy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inner Solace,EN Publishing,Adventurer's Guide,1,0,0,3,0,1,1,1,0,1,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insect Plague,EN Publishing,Adventurer's Guide,1,0,1,5,0,0,1,1,0,0,1,0,0,1,0,Conjuration,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instant Recovery,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adept
Instant Summons,EN Publishing,Adventurer's Guide,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instant Window,EN Publishing,Gate Pass Gazette #10,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Invigorated Strikes,EN Publishing,Adventurer's Guide,1,0,0,2,1,0,0,1,0,0,1,1,0,0,0,Transmutation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Invigorating Authority,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshal
Invisibility,EN Publishing,Adventurer's Guide,1,0,1,2,1,1,0,0,0,0,1,1,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invisible Object,EN Publishing,Dungeon Delver's Guide,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irresistible Dance,EN Publishing,Adventurer's Guide,1,0,1,6,0,1,0,0,0,0,0,0,0,0,1,Enchantment,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrestible Force,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,Enchantment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Berserker
Jump,EN Publishing,Adventurer's Guide,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juxtapose,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Keep Them Busy,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,Transmutation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshal
Knock,EN Publishing,Adventurer's Guide,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lacerating Blast,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laundry Day,EN Publishing,Gate Pass Gazette #10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Legend Lore,EN Publishing,Adventurer's Guide,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,Divination,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemure Transformation,EN Publishing,Adventurer's Guide,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lesser Restoration,EN Publishing,Adventurer's Guide,0,0,0,2,1,1,1,1,0,1,0,0,0,1,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levitate,EN Publishing,Adventurer's Guide,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,Transmutation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Librarian's Helper,Purple Martin Games,Spells of the Forgotten Vault,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Life Drain,Ace's Adventuring Guides,Ace's Adventuring Guide to Necromancy: A Supplement,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,Necromancy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light,EN Publishing,Adventurer's Guide,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lightbead,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Bolt,EN Publishing,Adventurer's Guide,0,0,1,3,1,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Lash,Purple Martin Games,"Manual of Adventurous Resources, Vol.5: Elements",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lilygilding,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,Enchantment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingering Shadow,Purple Martin Games,"Manual of Adventurous Resources, Vol.2: Intrigue",1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Locate Animals or Plants,EN Publishing,Adventurer's Guide,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,Divination,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
